239.7,0.003995000,0.000569527
168.1,0.002801667,0.000399406
221.5,0.003691667,0.000526284
173.5,0.002891667,0.000412236
244.7,0.004078333,0.000581407
209.6,0.003493333,0.000498010
217.4,0.003623333,0.000516542
243.6,0.004060000,0.000578794
166.4,0.002773333,0.000395366
171.8,0.002863333,0.000408197
230.1,0.003835000,0.000546718
178.6,0.002976667,0.000424354
249.7,0.004161667,0.000593287
166.8,0.002780000,0.000396317
195.1,0.003251667,0.000463558
239.7,0.003995000,0.000569527
198.8,0.003313333,0.000472349
227.1,0.003785000,0.000539590
222.9,0.003715000,0.000529610
196.5,0.003275000,0.000466884
223.1,0.003718333,0.000530086
221.8,0.003696667,0.000526997
210.3,0.003505000,0.000499673
183.0,0.003050000,0.000434808
164.7,0.002745000,0.000391327
188.4,0.003140000,0.000447638
203.9,0.003398333,0.000484466
224.2,0.003736667,0.000532699
166.4,0.002773333,0.000395366
167.3,0.002788333,0.000397505
221.7,0.003695000,0.000526759
210.1,0.003501667,0.000499198
175.7,0.002928333,0.000417463
193.3,0.003221667,0.000459281
209.6,0.003493333,0.000498010
225.5,0.003758333,0.000535788
168.0,0.002800000,0.000399168
248.8,0.004146667,0.000591149
196.2,0.003270000,0.000466171
235.6,0.003926667,0.000559786
227.1,0.003785000,0.000539590
168.6,0.002810000,0.000400594
207.2,0.003453333,0.000492307
217.1,0.003618333,0.000515830
246.5,0.004108333,0.000585684
167.4,0.002790000,0.000397742
207.4,0.003456667,0.000492782
195.4,0.003256667,0.000464270
207.1,0.003451667,0.000492070
168.0,0.002800000,0.000399168
176.4,0.002940000,0.000419126
183.1,0.003051667,0.000435046
164.7,0.002745000,0.000391327
217.0,0.003616667,0.000515592
230.1,0.003835000,0.000546718
245.9,0.004098333,0.000584258
190.5,0.003175000,0.000452628
172.5,0.002875000,0.000409860
179.9,0.002998333,0.000427442
210.7,0.003511667,0.000500623
247.9,0.004131667,0.000589010
208.5,0.003475000,0.000495396
245.7,0.004095000,0.000583783
198.8,0.003313333,0.000472349
227.4,0.003790000,0.000540302
223.1,0.003718333,0.000530086
210.7,0.003511667,0.000500623
174.5,0.002908333,0.000414612
242.4,0.004040000,0.000575942
223.3,0.003721667,0.000530561
172.9,0.002881667,0.000410810
233.9,0.003898333,0.000555746
207.2,0.003453333,0.000492307
246.3,0.004105000,0.000585209
173.5,0.002891667,0.000412236
217.0,0.003616667,0.000515592
243.6,0.004060000,0.000578794
186.2,0.003103333,0.000442411
198.1,0.003301667,0.000470686
166.4,0.002773333,0.000395366
243.3,0.004055000,0.000578081
188.7,0.003145000,0.000448351
170.0,0.002833333,0.000403920
205.8,0.003430000,0.000488981
169.2,0.002820000,0.000402019
241.6,0.004026667,0.000574042
224.2,0.003736667,0.000532699
192.4,0.003206667,0.000457142
232.0,0.003866667,0.000551232
217.4,0.003623333,0.000516542
233.1,0.003885000,0.000553846
210.9,0.003515000,0.000501098
245.9,0.004098333,0.000584258
217.1,0.003618333,0.000515830
