245.8,0.004096667,0.000584021
195.4,0.003256667,0.000464270
217.4,0.003623333,0.000516542
240.2,0.004003333,0.000570715
205.1,0.003418333,0.000487318
265.5,0.004425000,0.000630828
230.1,0.003835000,0.000546718
195.4,0.003256667,0.000464270
234.3,0.003905000,0.000556697
278.8,0.004646667,0.000662429
196.5,0.003275000,0.000466884
267.1,0.004451667,0.000634630
201.0,0.003350000,0.000477576
273.6,0.004560000,0.000650074
226.2,0.003770000,0.000537451
264.3,0.004405000,0.000627977
199.2,0.003320000,0.000473299
228.1,0.003801667,0.000541966
251.7,0.004195000,0.000598039
206.4,0.003440000,0.000490406
276.3,0.004605000,0.000656489
237.2,0.003953333,0.000563587
204.2,0.003403333,0.000485179
247.1,0.004118333,0.000587110
233.9,0.003898333,0.000555746
198.0,0.003300000,0.000470448
262.0,0.004366667,0.000622512
257.4,0.004290000,0.000611582
190.0,0.003166667,0.000451440
228.7,0.003811667,0.000543391
271.6,0.004526667,0.000645322
254.2,0.004236667,0.000603979
222.4,0.003706667,0.000528422
197.3,0.003288333,0.000468785
237.4,0.003956667,0.000564062
263.1,0.004385000,0.000625126
229.9,0.003831667,0.000546242
250.9,0.004181667,0.000596138
275.9,0.004598333,0.000655538
202.0,0.003366667,0.000479952
273.7,0.004561667,0.000650311
237.1,0.003951667,0.000563350
203.0,0.003383333,0.000482328
240.1,0.004001667,0.000570478
252.9,0.004215000,0.000600890
226.5,0.003775000,0.000538164
207.2,0.003453333,0.000492307
277.9,0.004631667,0.000660290
259.0,0.004316667,0.000615384
265.1,0.004418333,0.000629878
231.2,0.003853333,0.000549331
240.3,0.004005000,0.000570953
203.1,0.003385000,0.000482566
247.0,0.004116667,0.000586872
245.8,0.004096667,0.000584021
195.4,0.003256667,0.000464270
217.4,0.003623333,0.000516542
240.2,0.004003333,0.000570715
205.1,0.003418333,0.000487318
265.5,0.004425000,0.000630828
230.1,0.003835000,0.000546718
195.4,0.003256667,0.000464270
234.3,0.003905000,0.000556697
278.8,0.004646667,0.000662429
196.5,0.003275000,0.000466884
267.1,0.004451667,0.000634630
201.0,0.003350000,0.000477576
273.6,0.004560000,0.000650074
226.2,0.003770000,0.000537451
264.3,0.004405000,0.000627977
199.2,0.003320000,0.000473299
228.1,0.003801667,0.000541966
251.7,0.004195000,0.000598039
206.4,0.003440000,0.000490406
276.3,0.004605000,0.000656489
237.2,0.003953333,0.000563587
204.2,0.003403333,0.000485179
247.1,0.004118333,0.000587110
233.9,0.003898333,0.000555746
198.0,0.003300000,0.000470448
262.0,0.004366667,0.000622512
257.4,0.004290000,0.000611582
190.0,0.003166667,0.000451440
228.7,0.003811667,0.000543391
271.6,0.004526667,0.000645322
254.2,0.004236667,0.000603979
222.4,0.003706667,0.000528422
197.3,0.003288333,0.000468785
237.4,0.003956667,0.000564062
263.1,0.004385000,0.000625126
229.9,0.003831667,0.000546242
250.9,0.004181667,0.000596138
275.9,0.004598333,0.000655538
202.0,0.003366667,0.000479952
273.7,0.004561667,0.000650311
237.1,0.003951667,0.000563350
203.0,0.003383333,0.000482328
240.1,0.004001667,0.000570478
252.9,0.004215000,0.000600890
226.5,0.003775000,0.000538164
207.2,0.003453333,0.000492307
277.9,0.004631667,0.000660290
259.0,0.004316667,0.000615384
265.1,0.004418333,0.000629878
231.2,0.003853333,0.000549331
240.3,0.004005000,0.000570953
203.1,0.003385000,0.000482566
247.0,0.004116667,0.000586872
245.8,0.004096667,0.000584021
195.4,0.003256667,0.000464270
